App Name,App Id,Category,Rating,Rating Count,Installs,Minimum Installs,Maximum Installs,Free,Price,Currency,Size,Minimum Android,Developer Id,Developer Website,Developer Email,Released,Last Updated,Content Rating,Privacy Policy,Ad Supported,In App Purchases,Editors Choice,Scraped Time
CermikDink Doğal Ev Yapımı Ürün Merkezi,odyobilisim.cermikdink,Shopping,0.0,0,50+,50,67,True,0,USD,1.4M,4.0.3 and up,OdyoBilişim,https://www.cermikdink.com,info@cermikdink.com,"Nov 29, 2017","Nov 29, 2017",Everyone,https://www.cermikdink.com,True,False,False,2021-06-16 12:51:58
Baby Shark RUSH : Circle Hop,kr.co.smartstudy.babysharkrush.googlemarket,Arcade,4.3,236,"100,000+",100000,149112,True,0,USD,55M,5.0 and up,Smart Study Games,https://www.smartstudygames.com/,cs@smartstudy.co.kr,"Feb 11, 2020","Mar 10, 2021",Everyone,http://www.smartstudy.co.kr/privacy/,True,True,False,2021-06-16 12:51:58
Flirtation - Pickup lines & Question 2021,com.appsevia.flirtation,Dating,0.0,0,100+,100,476,True,0,USD,6.1M,5.0 and up,AppSevia,,appsevia@gmail.com,"Nov 29, 2020","Nov 29, 2020",Everyone,https://docs.google.com/document/d/1hzFjryGwxQqvdp_cbZU21ieyTsgxUkep7ia9wipysUQ/edit?usp=sharing,True,False,False,2021-06-16 12:51:58
Verkaufstraining,biz.pelzl.verkaufstraining,Productivity,0.0,0,100+,100,139,True,0,USD,4.0M,4.4 and up,caralin Verlag KG,https://www.thomaspelzl.de/,mail@thomaspelzl.de,"Dec 3, 2019","Mar 11, 2020",Everyone,https://www.thomaspelzl.de/j/privacy,False,True,False,2021-06-16 12:51:58
Грузоперевозки ЭДМ,home.edmcargo2,Business,0.0,0,500+,500,808,True,0,USD,13M,4.0 and up,topmadeapp.com,http://www.topmadeapp.com/gruzoperevozki,tehnologii-segodnya@yandex.ru,"Jul 19, 2017","Oct 03, 2018",Everyone,http://www.topmadeapp.com/politika-konfidencialnosti-edm,False,False,False,2021-06-16 12:51:58
Hunted Cube,com.Hunted_Cube,Arcade,5.0,26,100+,100,292,True,0,USD,5.2M,4.0 and up,LaPera Applications,,lapera.applications@gmail.com,"Aug 6, 2015","Feb 28, 2018",Everyone,,True,False,False,2021-06-16 12:51:58
ecoledls,com.ecoledls.f2ijsoft,Education,4.0,5,100+,100,302,True,0,USD,15M,4.2 and up,F2ij Soft,http://www.f2ijsoft.com,info@f2ijsoft.com,"Oct 9, 2018","Apr 04, 2019",Everyone,http://www.lasalle-eg.net/,False,False,False,2021-06-16 12:51:58
【東方】フランダッシュ,jp.KinoPSoft.FranDash,Action,3.2,246,"50,000+",50000,58618,True,0,USD,41M,2.3 and up,ワントスタジオ,https://twitter.com/Wanto_Studio,Uketuke451461@yahoo.co.jp,"Jan 8, 2016","Jan 13, 2016",Everyone,https://writening.net/page?VDFAVa,True,False,False,2021-06-16 12:51:58
Radio Margherita Musica Italiana in tutta Italia,com.MediaStudioRadioFM.RadioMargheritaMusicaItalianaintuttaItalia,Music & Audio,0.0,0,"1,000+",1000,3944,True,0,USD,5.6M,4.4 and up,Media Studio Radio FM,http://mediastudioradiofm.blogspot.com,jmelpicuo79@gmail.com,"Nov 14, 2019","Nov 14, 2019",Mature 17+,http://manu-apps007.blogspot.com.es/2018/01/privacy-policy-for-mobile-applications.html,True,False,False,2021-06-16 12:51:58
Apache Brave PT,com.mypthub.apachebravept,Health & Fitness,0.0,0,10+,10,32,True,0,USD,25M,4.4 and up,Fitii Ltd,https://www.mypthub.net,apps@mypthub.net,"Dec 11, 2017","Nov 12, 2020",Everyone,https://www.mypthub.net/privacy-policy/,False,False,False,2021-06-16 12:51:58
hallazgos Cliente ATC,com.yareth11011gmail.hallazgosredit,Tools,0.0,0,50+,50,92,True,0,USD,3.4M,4.0.3 and up,Fernando Yareth Sanchez Ortiz,http://pit-sa.com.mx,yareth11011@gmail.com,"Jun 26, 2019","Jun 19, 2020",Everyone,http://pit-sa.com.mx/politicas_hallazgos_redit.php,False,False,False,2021-06-16 12:51:58
Fortress Uno,com.app.fortressunox,Business,0.0,0,0+,0,0,True,0,USD,36M,5.0 and up,LeanPoint,,willersmadsenthomas@gmail.com,"Apr 29, 2021","Apr 29, 2021",Everyone,https://appcdn.media/privacy/?app=FortressUno,False,False,False,2021-06-16 12:51:58
Scary Baby in the Dark & Yellow House Simulator,com.scarygamesforkids.yellowhousesimulator,Simulation,0.0,0,100+,100,243,True,0,USD,85M,5.0 and up,Rizzo Games,https://c41af70f6.app-ads-txt.com,rizzoeduardo55@gmail.com,"Jun 10, 2021","Jun 13, 2021",Teen,https://www.dropbox.com/s/66vxcqdkp37i8d0/Rizzo_Games_Privacy.txt?dl=0,True,False,False,2021-06-16 12:51:58
"Smarika Samudayik Boarding School,Jhapa",com.maxconnect.smarikasbskj,Education,5.0,5,100+,100,122,True,0,USD,6.0M,4.0 and up,Max Connect World,http://maxconnectnepal.com,maxconnectworld@gmail.com,"Jan 25, 2020","Jun 28, 2020",Everyone,http://home.maxconnectworld.com/join-hands/2022-2/,False,False,False,2021-06-16 12:51:58
Fives & Sixes,com.eurosofttech.fivesandsixes,Travel & Local,0.0,0,10+,10,37,True,0,USD,72M,5.0 and up,INDEX AUTO SERVICES LTD,http://www.cabtreasure.co.uk,imran@eurosofttech.co.uk,"Aug 26, 2020","Jun 14, 2021",Everyone,http://www.eurosoft-download.co.uk/appsterms.html,False,False,False,2021-06-16 12:51:58
Second Hand,com.ikinciel.al.sat,Shopping,3.0,39,"10,000+",10000,15007,True,0,USD,5.1M,4.0 and up,buku5com,http://www.buku5.com,bburakerdogan06@gmail.com,"Mar 18, 2019","May 04, 2019",Everyone,https://buku5.com/example_page-p23,True,False,False,2021-06-16 12:51:58
Лелея Фрэ | Иркутск,ru.dvfx.leleyafrais,Food & Drink,0.0,0,100+,100,139,True,0,USD,8.8M,5.0 and up,Anton Nuzhdin,,mobile@dvfx.ru,"Apr 24, 2020","Aug 27, 2020",Everyone,http://auth.onetwofood.com/privacy_policy/leleyafrais.html,False,False,False,2021-06-16 12:51:58
Welkom bij ABD,nl.autosociaal.abdgroep,Social,4.1,7,500+,500,887,True,0,USD,22M,4.4 and up,ABD Renault,http://www.autosociaal.nl,info@autosociaal.nl,,"Aug 04, 2020",Teen,https://www.autosociaal.nl/wp-content/uploads/2016/03/Privacy-Statement-2016_0201.pdf,False,False,False,2021-06-16 12:51:58
Stickers de Amor (Frases de Amor),stickers.defrasesde.amor,Personalization,4.3,24,"5,000+",5000,9115,True,0,USD,8.5M,4.4 and up,APPS CGC,https://appscgc.blogspot.com,gcasdas1@gmail.com,"Nov 7, 2020","May 01, 2021",Mature 17+,http://www.e-droid.net/privacy.php?ida=1279208&idl=es,True,False,False,2021-06-16 12:51:58
San Salvador Map and Walks,com.gpsmycity.android.u376,Travel & Local,3.2,5,"1,000+",1000,1043,True,0,USD,73M,7.0 and up,"GPSmyCity.com, Inc.",https://www.gpsmycity.com,helpdesk@gpsmycity.com,"Jul 7, 2013","Mar 18, 2021",Everyone,https://www.gpsmycity.com/privacy-policy.html,True,True,False,2021-06-16 12:51:58
HottieStop: Sugar Daddy Seeking Secret Arrangement,com.seeking.sugar.daddy.meet.app,Dating,0.0,0,50+,50,62,True,0,USD,22M,4.4 and up,HottieStop: Sugar Daddy Sugar Baby Dating Apps,,sandersryanlamce@gmail.com,"May 12, 2021","May 12, 2021",Mature 17+,https://datingstopapp.com/privacy,True,False,False,2021-06-16 12:51:59
Sakura Flower Keyboard Background,com.ikeyboard.theme.sakura.flower,Personalization,4.6,9,"1,000+",1000,1593,True,0,USD,3.4M,4.1 and up,New keyboard Theme for Android 2021,https://stevesmidt30-49669.web.app,stevesmidt30@gmail.com,"Jan 3, 2021","Jan 04, 2021",Everyone,https://stevesmidt30-49669.web.app/privacy-policy-en.html,True,False,False,2021-06-16 12:51:59
dervishlike,com.dervishlike.connect,Education,0.0,0,0+,0,0,True,0,USD,2.9M,7.0 and up,Fibonacci Labs,,winualldevs@gmail.com,"Mar 3, 2021","Mar 04, 2021",Everyone,https://www.winuall.com/privacy-policy,False,False,False,2021-06-16 12:51:59
zht utah radio,com.radioiri.zht,Music & Audio,0.0,0,1+,1,2,True,0,USD,5.6M,4.4 and up,Aei,https://iriapp.blogspot.com,irisapp87@hotmail.com,"Oct 26, 2020","Oct 27, 2020",Everyone,https://iriapp.blogspot.com,True,False,False,2021-06-16 12:51:59
Rocket Car Soccer : RACE League,com.gtv.rocket.ball.cars.soccerleague.game,Adventure,4.0,83,"5,000+",5000,7468,True,0,USD,32M,4.4 and up,Games Tech Vision,,info.gamestechvision@gmail.com,"Feb 9, 2021","May 04, 2021",Teen,https://docs.google.com/document/d/1daLgM6wVW5vPYAEq63hSBiOTRzTKFqF3sy9J2L6s5IA/edit,True,True,False,2021-06-16 12:51:59
Shree Ganesh Vidyalaya,com.school.shreeganeshmarathi,Education,4.3,6,500+,500,894,True,0,USD,23M,4.0.3 and up,EdusoftERP,http://www.edusofterp.co.in,edusofterp@mail.com,"Aug 14, 2019","Mar 17, 2020",Everyone,,False,False,False,2021-06-16 12:51:59
Taibah University Map,com.find.findPlace,Maps & Navigation,0.0,0,50+,50,71,True,0,USD,5.4M,4.2 and up,KHAT AL EHTERAF,https://w7vn.com,Contact@w7vn.com,"Feb 29, 2020","Feb 29, 2020",Teen,,False,False,False,2021-06-16 12:51:59
Space Defender,com.RockGamingStudios.SpaceDefender,Arcade,4.4,35,100+,100,498,True,0,USD,12M,4.4 and up,RockGaming Studios,,mint17shrey@gmail.com,"May 2, 2020","May 02, 2020",Everyone,,False,False,False,2021-06-16 12:51:59
plug.dj,com.rowl.plugdj,Music & Audio,3.8,5486,"100,000+",100000,214831,True,0,USD,13M,4.4 and up,"Plug Technologies, Inc.",https://plug.dj,mobile-app@plug.dj,"Mar 25, 2017","Oct 13, 2018",Teen,https://plug.dj/legal#privacy,True,False,False,2021-06-16 12:51:59
CloudClinc Lite,com.healtharx.beatodoclite,Medical,0.0,0,50+,50,50,True,0,USD,3.7M,5.1 and up,BeatO,,dev@beatoapp.com,"Apr 22, 2020","May 27, 2020",Teen,https://beatoapp.com/privacy,False,False,False,2021-06-16 12:51:59
Dance Card Check-in,com.abird.DanceCardCheckin,Lifestyle,0.0,0,50+,50,59,True,0,USD,20M,4.4 and up,Alan Bird,http://stakedancecard.github.io/,stakedancecard@gmail.com,"Dec 4, 2018","Feb 16, 2019",Everyone,https://stakedancecard.github.io/privacy-checkin.html,False,False,False,2021-06-16 12:51:59
Cio & Leader,com.magzter.cioandleader,Business,0.0,0,100+,100,171,True,0,USD,12M,4.1 and up,Magzter Inc.,http://www.magzter.com,help@magzter.com,"Dec 12, 2014","Aug 31, 2020",Everyone,https://www.magzter.com/ns/privacy-policy.html,False,True,False,2021-06-16 12:51:59
현대크루즈소통방,so1.sp.smartportal13.kor4908217451,Lifestyle,0.0,0,10+,10,20,True,0,USD,8.5M,4.0 and up,sowt,http://sohompy.com,sovc1114@gmail.com,"Apr 1, 2019","May 27, 2020",Everyone,https://so.vc/policy/privacy.php,True,False,False,2021-06-16 12:51:59
Integrator,co.davos.qckso,Education,0.0,0,10+,10,24,True,0,USD,32M,4.2 and up,Education Mine Media,,support@classplus.co,"Dec 25, 2020","May 18, 2021",Everyone,https://bit.ly/2YDTip0,False,False,False,2021-06-16 12:51:59
Concise Oxford Italian Dictionary,com.mobisystems.msdict.embedded.wireless.oxford.conciseitalian,Books & Reference,4.3,82,"5,000+",5000,9303,True,0,USD,6.9M,6.0 and up,MobiSystems,http://www.mobisystems.com,support@mobisystems.com,"Mar 27, 2013","May 15, 2020",Everyone,http://www.mobisystems.com/mobile/privacy-policy.html,True,True,False,2021-06-16 12:51:59
Flying Jet,com.quicktech.flyingjet,Productivity,5.0,9,50+,50,89,True,0,USD,7.2M,4.1 and up,QuickTech IT,https://flyingjet.co/,apps.quicktech@gmail.com,"May 24, 2021","May 31, 2021",Everyone,,False,False,False,2021-06-16 12:51:59
Tibetan keyboard,com.badli.free.apps.tibetan.keyboard,Tools,0.0,0,100+,100,404,True,0,USD,8.2M,4.1 and up,Badli Free Apps,https://badlifreeapps.blogspot.com,developer.qureshiproductions@gmail.com,"Feb 9, 2019","Sep 03, 2020",Everyone,https://www.facebook.com/Badli-Free-Apps-2012992005455336/,True,False,False,2021-06-16 12:51:59
"Karol G: Quiz, Wallpapers, Magazine Covers",karol.gquizvideosmusic,Entertainment,5.0,7,500+,500,611,True,0,USD,9.7M,4.1 and up,DesarrApps,https://desarrapps.blogspot.com/,jonyac42@gmail.com,"Jan 7, 2021","Jan 07, 2021",Everyone,,True,False,False,2021-06-16 12:51:59
Dạy bé học con vật,com.playwithbaby,Educational,5.0,11,"1,000+",1000,2687,True,0,USD,33M,4.4 and up,NextStep VietNam,,nguyentuanit97@gmail.com,"Feb 18, 2020","Apr 16, 2021",Everyone,https://flycricket.io/day-be-hoc-con-vat/privacy.html,True,False,False,2021-06-16 12:51:59
Slide It,com.innovant.slideit,Arcade,4.7,11,100+,100,119,True,0,USD,14M,4.4 and up,Game Studio co.,,contact.srgamesco@gmail.com,"May 2, 2020","Sep 17, 2020",Everyone,https://innovationprivacypolicy.blogspot.com/p/slide-it.html,True,False,False,2021-06-16 12:51:59
UCP,com.cwg.ucpmobile,Productivity,4.2,35,"5,000+",5000,6799,True,0,USD,5.1M,4.2 and up,CWG-PLC,https://cooplatform.com.ng/,support.cooperative@cwg-plc.com,"Oct 10, 2018","Feb 10, 2020",Everyone,https://solutions.cooplatform.com.ng/FinEdge_UCP/CWG_UCPTermsandConditions.pdf,False,False,False,2021-06-16 12:51:59
KK HSEQ,no.mellora.hseq.kkhseq,Business,0.0,0,10+,10,32,True,0,USD,8.0M,4.1 and up,Mellora AS,http://www.mellora.no,post@mellora.no,"Oct 22, 2018","Jan 20, 2020",Everyone,https://www.mellora.no/privacy,False,False,False,2021-06-16 12:51:59
Easy Trampolining Tutorial,com.toptutorial.trampolining,Books & Reference,0.0,0,5+,5,7,True,0,USD,9.4M,4.1 and up,Warrior Tutorial,,warriortutorial@gmail.com,"Sep 13, 2019","Sep 14, 2019",Everyone,https://warriortutorial.blogspot.com/2019/04/privacy-and-policy-for-warrior.html,True,False,False,2021-06-16 12:51:59
Octopus time report,com.octopus.projects.gmsreport,Tools,0.0,0,500+,500,524,True,0,USD,Varies with device,5.0 and up,Octopus Systems,,dvir@octopus-app.com,"Oct 28, 2019","Oct 30, 2019",Everyone,http://www.octopus-app.com/#!support/c1x7f,False,False,False,2021-06-16 12:51:59
Border Kings Paper,com.ArtsPedroHenrlCompany.BorderKingsPaper,Simulation,0.0,0,10+,10,27,True,0,USD,62M,4.4 and up,PedroHenrl,,contactpedrohenrl@gmail.com,"May 5, 2020","May 07, 2020",Everyone,,True,False,False,2021-06-16 12:52:00
Password Generator,com.passpkg.ice.myapplication,Tools,0.0,0,10+,10,37,True,0,USD,2.2M,4.0.3 and up,Alexander Varey,,alexander.varey.dev@gmail.com,"Aug 22, 2017","Aug 22, 2017",Everyone,,True,False,False,2021-06-16 12:52:00
UCD ASE React Native energy consumption test app,com.miguelbragagomes.ucd_rn_performance,Libraries & Demo,0.0,0,5+,5,6,True,0,USD,28M,5.0 and up,Miguel Braga Gomes,,miguel.bgomes@gmail.com,"Jul 22, 2019","Mar 29, 2020",Everyone,https://www.iubenda.com/privacy-policy/28906038,False,False,False,2021-06-16 12:52:00
Sapir Beauty,co.il.tormahir.sapirbeauty,Beauty,0.0,0,100+,100,146,True,0,USD,16M,4.0.3 and up,כרמל מערכות ניהול,http://www.carmel2.co.il,carmel0773492233@gmail.com,"Nov 6, 2018","Oct 19, 2018",Everyone,http://carmel2.co.il#contact,False,False,False,2021-06-16 12:52:00
Academiik,academiik.aplswd.com,Education,0.0,0,10+,10,10,True,0,USD,9.6M,4.4 and up,aPLS Web Development,https://Academiik.com,app@academiik.com,"Nov 18, 2019","Nov 21, 2019",Everyone,https://academiik.com/privacy-policy,False,False,False,2021-06-16 12:52:00
Spa Azhayaotl,com.bewe.app2107,Lifestyle,0.0,0,10+,10,48,True,0,USD,34M,4.1 and up,Bewe Smart Software,,app@bewe.io,"Jan 27, 2021","Jan 27, 2021",Everyone,https://www.bewe.io/mx/las-politicas-de-privacidad/,False,False,False,2021-06-16 12:52:00
세종대왕 한글 맞춤법 -  스스로 매일매일 공부하자,com.sgtech.hangles.sejong02,Education,4.8,22,"1,000+",1000,4226,True,0,USD,29M,4.0.3 and up,서광테크,,taehwa13@naver.com,"Jul 15, 2020","Sep 15, 2020",Everyone,https://sgtech.biz/sgtech/privacy.html,True,False,False,2021-06-16 12:52:00
Sudoku Puzzle Free,in.co.appinventor.sudoku,Puzzle,0.0,0,10+,10,20,True,0,USD,4.0M,4.4 and up,Appinventor Inc,,appinventor.mobile@gmail.com,"May 22, 2019","May 22, 2019",Everyone,http://appinventor.co.in/appinventor/privacy_policy/sudoku_privacy_policy.html,True,False,False,2021-06-16 12:52:00
Dung A Yaad Chat! Jamaican Patois Translator,com.wPatiostranslator_9618800,Education,4.6,45,"5,000+",5000,5981,True,0,USD,30M,4.4 and up,Blue Crescent Studio,https://app9618800.appsgeyser.com/app-ads.txt,bluecrescentstudio@gmail.com,"Oct 1, 2019","Jan 14, 2021",Everyone 10+,https://bluecrescentstudio.weebly.com/patios-translator-privacy-policy.html,True,False,False,2021-06-16 12:52:00
PAKMAGIC,com.revesoft.mobiledialer.pakmagic_1547537701140_29661,Communication,4.2,5,"1,000+",1000,1455,True,0,USD,5.9M,4.1 and up,iTel Mobile,http://www.zedfone.com,pakizatel@gmail.com,"Jan 17, 2019","Jan 17, 2019",Everyone,http://85.25.129.15/privacy-policy_PakMagic.html,False,False,False,2021-06-16 12:52:00
Creative Button Craft,com.CreativeButtonCraft.Adekustapa,Art & Design,0.0,0,10+,10,31,True,0,USD,4.7M,2.3 and up,Ade kustapa,https://docs.google.com/document/d/1SSODmBcHY4lQ7as9iGYsynRsQMwQa9HkVCyjuhSzvBg/edit?usp=sharing,rohimadesiyana@gmail.com,"Nov 7, 2019","Jun 09, 2021",Everyone,https://docs.google.com/document/d/1SSODmBcHY4lQ7as9iGYsynRsQMwQa9HkVCyjuhSzvBg/edit?usp=sharing,True,False,False,2021-06-16 12:52:00
বাংলাদেশ শ্রম আইন বাংলায় (labor law of Bangladesh),bestgamesandapp.bangladeshlabourlawbengaliversion,Education,4.2,27,"10,000+",10000,10036,True,0,USD,6.6M,5.0 and up,Aktarul Ahsan,http://findhowtodone.blogspot.com,aktarulmasu@gmail.com,"Nov 28, 2017","Nov 04, 2020",Everyone,https://privacyandpolicys.blogspot.com/2020/06/privacy-policy-of-labor-law-of.html,True,False,False,2021-06-16 12:52:00
Expeditors Shipment Tracking,com.expeditors.mobileapp,Business,4.6,142,"10,000+",10000,17483,True,0,USD,4.3M,4.0.3 and up,"Expeditors International of Washington, Inc.",http://www.expeditors.com,technical.support@expeditors.com,"Sep 13, 2012","Jan 23, 2020",Everyone,http://www.expeditors.com/privacy/index.asp,False,False,False,2021-06-16 12:52:00
First Missouri Credit Union,com.firstmissouricu.mobile,Finance,4.5,96,"1,000+",1000,2544,True,0,USD,39M,7.0 and up,First Missouri Credit Union,http://www.1stmocu.org,ameatte@1stmocu.org,"Apr 13, 2015","Dec 02, 2020",Everyone,https://cms.bancvue.com/custom/fi/firstmissouricu/fb/disclosure/Privacy-Notice---rev-6-14.pdf,False,False,False,2021-06-16 12:52:00
Doa dan Amalan Ibu Hamil - Audio dan Terjemahannya,com.tasanah.doaibuhamil,Books & Reference,0.0,0,"1,000+",1000,1100,True,0,USD,14M,4.0 and up,Tasanah Digital Solution,,na.developer@mail.com,"May 30, 2020","Aug 21, 2020",Everyone,,True,False,False,2021-06-16 12:52:00
MEDICAL PG Mock Test,yagnainn.mocktest.medicalpg,Education,0.0,0,500+,500,688,True,0,USD,5.6M,4.0 and up,Yagna Innovation,http://www.yagnainnovation.com,admin@yagnainnovation.com,"Mar 2, 2018","Dec 11, 2020",Everyone,http://www.yagnainnovation.com/terms.php,False,False,False,2021-06-16 12:52:01
Snarl,com.snarltraffic,Travel & Local,3.0,275,"50,000+",50000,58953,True,0,USD,3.4M,2.3 and up,Snarl.com.au,http://www.snarl.com.au,contact@snarl.com.au,"Aug 16, 2010","Mar 01, 2018",Everyone,https://www.snarl.com.au/androidprivacy,True,False,False,2021-06-16 12:52:01
Victory Auto Wreckers,com.conduit.app_d9f9a52a52484e409f7a3ac9eb842566.app,Auto & Vehicles,4.5,43,"5,000+",5000,8832,True,0,USD,34M,4.2 and up,Victory Auto Wreckers Inc.,http://victoryautowreckers.com,webmaster@victoryautowreckers.com,"Oct 11, 2013","Nov 19, 2020",Everyone,http://app4mobilebiz.wpengine.com/swiftic-mobile-app-end-user-terms-of-use.html,False,False,False,2021-06-16 12:52:01
Empolis Service Express,de.empolis.serviceexpress,Communication,5.0,12,100+,100,158,True,0,USD,145M,8.0 and up,Empolis Information Management,http://service.express,support@empolis.com,"Nov 26, 2020","May 03, 2021",Everyone,https://esc-eu-central-1.empolisservices.com/doc/en/legal/privacy-policy.html,False,False,False,2021-06-16 12:52:01
First names App,com.olewebdesign.vornamenwelt,Entertainment,3.1,11,"5,000+",5000,6410,True,0,USD,94k,1.5 and up,OLEWebDesign,http://www.wehedulachst.net,wehedulachstnet@googlemail.com,"Nov 5, 2010","Jul 26, 2011",Everyone,http://www.autogas-tankstellen-finder.de/disclaimer.html,True,False,False,2021-06-16 12:52:01
Demon slayer coloring game,com.kimutso.colorgame,Educational,4.4,8,"5,000+",5000,8493,True,0,USD,27M,5.1 and up,shaya games,https://cace0f8f0.app-ads-txt.com,shayapeleg@gmail.com,"May 14, 2021","May 22, 2021",Everyone,,True,False,False,2021-06-16 12:52:01
Unblock Legend - Slide Puzzle,org.unigame.SlideAndRoll,Puzzle,4.2,3550,"1,000,000+",1000000,1409844,True,0,USD,Varies with device,5.0 and up,Duong Pham,https://roll-the-ball-8eade.web.app,haui.1131060041@gmail.com,"Jan 12, 2016","Jul 05, 2020",Everyone,https://roll-the-ball-8eade.web.app/privacy-policy.txt,True,False,False,2021-06-16 12:52:01
Best Escape Games 253 Young Scientist Boy Rescue,air.YoungScientistBoyRescueGame,Puzzle,4.0,41,"1,000+",1000,1823,True,0,USD,13M,2.3 and up,Best Escape Games Studio,http://www.avmgames.com/,avmgamesinfo@gmail.com,"May 10, 2019","May 10, 2019",Everyone,,True,False,False,2021-06-16 12:52:01
My Pocket Mall -Shopping Cart,com.bhuvi.mypocketmall,Shopping,0.0,0,500+,500,540,True,0,USD,2.5M,4.0.3 and up,small business,https://mypocketmall.in/,support@mypocketmall.in,"Aug 19, 2020","Aug 19, 2020",Everyone,https://mypocketmall.in/,False,False,False,2021-06-16 12:52:01
864Vertex Trials,com.thread.t31ef147,Medical,0.0,0,10+,10,14,True,0,USD,34M,5.0 and up,THREAD,http://www.threadresearch.com,accounts@threadresearch.com,"Jun 24, 2020","Jun 24, 2020",Everyone,https://www.threadresearch.com/privacy-policy,False,False,False,2021-06-16 12:52:01
Plane Wallpaper,com.PlaneWallpaper.plane.sky.cloud.wallpaper,Personalization,4.4,1686,"50,000+",50000,58119,True,0,USD,15M,4.1 and up,MoonSoft,,bulbulrahaman3150@gmail.com,"Oct 22, 2018","Oct 29, 2020",Everyone,https://firebasestorage.googleapis.com/v0/b/bulsoft-b59ae.appspot.com/o/MoonSoft%20privacy.html?alt=media&token=82c72e6d-d622-4816-9b11-131a77dd45e8,True,False,False,2021-06-16 12:52:01
Wallpapers For Gareth Bale Fans,com.GhurobaGen.Football.FootballPlayer.SoccerPlayer.WallpapersForGarethBaleFans,Personalization,0.0,0,10+,10,47,True,0,USD,12M,4.1 and up,Ghuroba Gen,https://awesomeandroidapps1234.blogspot.com,bukanempatmata1234@gmail.com,"Mar 8, 2021","Mar 08, 2021",Everyone,https://awesomeandroidapps1234.blogspot.com/2020/10/privacy-policy-ghuroba-gen.html,True,False,False,2021-06-16 12:52:01
Ayuntamiento de Chipiona,com.chipiona,News & Magazines,5.0,8,"1,000+",1000,3615,True,0,USD,29M,5.1 and up,Municipio Inteligente,http://www.inbox-mobile.com,soporte@inbox-mobile.com,"Mar 25, 2020","Jun 23, 2020",Everyone,http://www.inbox-mobile.com,False,False,False,2021-06-16 12:52:01
Magic Tap Follow,com.kaipautsch.magictapfollow,Simulation,4.5,6,100+,100,177,True,0,USD,9.3M,2.3 and up,Kai Pautsch,https://www.pautsch-edv.com,webmaster@pautsch-edv.com,"Jan 29, 2018","Jan 29, 2018",Everyone,https://dev.pautsch-edv.com/datenschutz_no.txt,False,False,False,2021-06-16 12:52:01
ピグライフ 〜ふしぎな街の素敵なお庭〜,jp.co.cyberagent.pigglife,Simulation,3.0,3994,"100,000+",100000,162095,True,0,USD,93M,5.0 and up,CyberAgent Inc.,https://www.pigg-life.com,pigglifesp_cs@ameba.jp,,"May 27, 2021",Everyone,https://www.cyberagent.co.jp/privacy/,False,False,False,2021-06-16 12:52:01
Smarty Alarm,com.martyawesome.smartyalarm,Lifestyle,4.1,13,500+,500,984,True,0,USD,5.3M,4.1 and up,Marty Hernandez,http://martyawesome.com,juliomartinphernandez@gmail.com,"Aug 30, 2014","May 28, 2015",Everyone,,True,False,False,2021-06-16 12:52:01
San Casciano in Val di Pesa,it.lineacomune.app.sancasciano,News & Magazines,0.0,0,100+,100,234,True,0,USD,Varies with device,Varies with device,Silfi spa,http://www.lineacomune.it,mobile.developer@lineacomune.it,"Oct 11, 2017","Jan 04, 2019",Everyone,http://www.sancascianovp.net,False,False,False,2021-06-16 12:52:01
Crazy City Taxi Car Driver: Driving Games 2018,com.gts.taxi.driver.modern.city,Simulation,3.8,106,"10,000+",10000,12695,True,0,USD,44M,4.0 and up,Game Town Studio,https://gametownstudio.com/,gametownstudio@gmail.com,"Apr 5, 2016","Jan 24, 2018",Everyone,https://docs.google.com/document/d/1lkH11TBGeeW5JRTjETNgEaSVKMyNzaSRE9u-_hwHSIA/edit?usp=sharing,True,True,False,2021-06-16 12:52:01
United States,com.copypasteit.united.states,Travel & Local,0.0,0,50+,50,93,True,0,USD,11M,5.0 and up,ArtisanApps,http://androwep.com,mdzakariaahnaf@gmail.com,"Oct 5, 2020","Nov 27, 2020",Everyone,http://apps.androwep.com/us/privacy-policy.html,True,False,False,2021-06-16 12:52:01
Android 12 Clock Widgets,twelve.clock.mibrahim,Personalization,4.5,271,"10,000+",10000,19493,True,0,USD,7.3M,6.0 and up,Mohamed Ibrahem,,mazikamohamed1@gmail.com,"May 18, 2021","Jun 13, 2021",Everyone,,True,True,False,2021-06-16 12:52:01
Transcorp,ru.octys.transcorp,Maps & Navigation,5.0,7,500+,500,692,True,0,USD,12M,4.4 and up,Octys,http://www.octys.ru,support@octys.ru,"May 7, 2015","Jul 14, 2019",Everyone,http://tracking.transcorp-intl.com/MobilePrivacyPolicy.html,False,False,False,2021-06-16 12:52:01
Jobs Guidance: GK For All competitive examinations,in.jobs.guidance,Education,5.0,18,10+,10,34,True,0,USD,2.6M,4.0.3 and up,TOH Networks,http://www.jobsguidance.in,sjstudio67@gmail.com,"Oct 15, 2019","Oct 15, 2019",Everyone,https://www.jobsguidance.in/2019/10/privacy-policy.html,True,False,False,2021-06-16 12:52:01
"My news - Latest Breaking News, Blogs & Articles",com.simple4droid.misnoticias,News & Magazines,4.2,10,"1,000+",1000,2014,True,0,USD,3.4M,4.1 and up,simple4droid,https://simple4droid.blogspot.com/,simple4droid@gmail.com,"Jul 25, 2019","Jan 13, 2021",Everyone,https://klikcounter.appspot.com/policy.html,True,False,False,2021-06-16 12:52:02
